City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,san quintin,30.4833,-115.95,12.55,90,0,4.73,MX,1680425411
365,talagang,32.9297,72.4158,23.98,41,6,1.14,PK,1680425411
366,scarborough,54.2797,-0.4044,7.1,77,13,5.81,GB,1680425412
367,palamos,41.8484,3.1291,15.31,42,0,1.79,ES,1680425412
368,fethiye,36.6217,29.1164,18.93,59,100,3.68,TR,1680425413
369,vanderhoof,54.0166,-124.0198,-7.55,94,39,1.39,CA,1680425414
370,broome,42.2506,-75.833,-0.17,84,100,10.73,US,1680425416
371,brigantine,39.4101,-74.3646,8.89,62,100,16.46,US,1680425416
372,yushu,44.8,126.5333,21.16,14,97,7.47,CN,1680425153
373,tiznit,29.5833,-9.5,23.99,20,0,0.77,MA,1680425417
374,mitchell,43.7094,-98.0298,5.99,63,75,15.43,US,1680425246
375,yining,29.0361,114.5636,22.42,79,100,6.36,CN,1680425418
376,san jeronimo,-11.9472,-75.2829,8.17,90,100,0.53,PE,1680425419
377,nizhniy kuranakh,58.8353,125.4869,-8.85,81,100,2.05,RU,1680425420
378,renqiu,38.6989,116.0936,24.45,19,100,6.91,CN,1680425133
379,kudahuvadhoo,2.6708,72.8944,28.21,70,95,2.93,MV,1680425210
380,harper,4.375,-7.7169,28.53,71,4,1.94,LR,1680425422
381,matay,28.419,30.7792,24.67,21,0,4.36,EG,1680425422
382,gondanglegi,-7.7479,112.0132,28.21,79,76,4.18,ID,1680425423
383,okhotsk,59.3833,143.3,-5.37,93,84,1.87,RU,1680425194
384,tura,25.5198,90.2201,23.91,63,36,5.23,IN,1680425424
385,havoysund,70.9963,24.6622,-1.87,62,99,10.36,NO,1680425425
386,rundu,-17.9333,19.7667,27.51,48,83,5.29,NA,1680425426
387,banda aceh,5.5577,95.3222,28.66,68,100,3.42,ID,1680425399
388,brantford,43.1334,-80.2664,-1.77,63,15,2.24,CA,1680425427
389,williston,48.147,-103.618,4.06,81,100,14.61,US,1680425428
390,digha,21.6833,87.55,30.21,51,44,4.23,IN,1680425429
391,hofn,64.2539,-15.2082,3.19,61,26,1.73,IS,1680425406
392,guaymas,27.9333,-110.9,16.36,37,47,3.17,MX,1680425430
393,indramayu,-6.3264,108.32,28.17,72,87,3.21,ID,1680425226
394,lagos,6.5833,3.75,29.18,62,73,2.3,NG,1680425431
395,kropotkin,45.4375,40.5756,14.44,38,6,7.08,RU,1680425391
396,sulangan,11.1373,123.7228,28.27,74,58,6.26,PH,1680425433
397,shakhty,47.7091,40.2144,13.79,48,2,5.71,RU,1680425434
398,nabire,-3.3667,135.4833,26.61,84,93,1.15,ID,1680425435
399,isangel,-19.55,169.2667,27.36,82,52,1.76,VU,1680425371
400,bayburt,40.2589,40.2278,2.34,85,80,2.36,TR,1680425344
401,gweta,-20.1833,25.2333,27.75,41,0,5.96,BW,1680425437
402,hokitika,-42.7167,170.9667,13.36,77,90,6.24,NZ,1680425438
403,kuytun,54.3419,101.5036,-6.95,56,100,4.09,RU,1680425440
404,manzhouli,49.6,117.4333,5.08,91,100,5.08,CN,1680425145
405,port moresby,-9.4431,147.1797,25.68,83,75,7.72,PG,1680425107
406,akyab,20.15,92.9,27.72,67,83,6.96,MM,1680425441
407,casambalangan,18.3765,122.1274,27.15,74,26,5.68,PH,1680425442
408,salihorsk,52.7876,27.5415,8.72,86,94,2.59,BY,1680425443
409,aykhal,66.0,111.5,-8.17,84,96,22.1,RU,1680425405
410,miraflores,19.2167,-98.8083,16.68,69,3,0.98,MX,1680425444
411,belmonte,-15.8631,-38.8828,24.31,83,57,4.4,BR,1680425445
412,werda,-25.2667,23.2833,28.77,31,7,7.88,BW,1680425445
413,ende,-8.8432,121.6623,26.68,88,100,1.45,ID,1680425446
414,santo antonio do ica,-3.1022,-67.9397,22.54,100,100,3.93,BR,1680425446
415,brae,60.3964,-1.353,6.86,75,97,7.29,GB,1680425447
416,revda,56.801,59.9303,12.58,47,74,4.38,RU,1680425447
417,itarema,-2.9248,-39.9167,23.27,92,87,3.05,BR,1680425448
418,ilam,26.9167,87.9167,22.78,65,72,4.02,NP,1680425448
419,antipovka,49.8299,45.3122,12.5,48,100,7.95,RU,1680425450
420,sobolevo,54.4299,31.8996,7.09,95,100,8.07,RU,1680425450
421,korla,41.7597,86.1469,11.98,14,0,4.05,CN,1680425391
422,campoverde,-8.4753,-74.8058,20.93,99,100,0.7,PE,1680425451
423,tubuala,9.5167,-79.0333,25.62,85,99,9.06,PA,1680425452
424,makat,47.6469,53.3463,16.65,21,53,7.61,KZ,1680425453
425,leningradskiy,69.3833,178.4167,-19.71,88,99,15.34,RU,1680425367
426,massakory,12.996,15.7293,33.74,8,86,6.84,TD,1680425454
427,ongandjera,-17.8833,15.0667,27.23,34,69,1.91,NA,1680425404
428,bud,39.447,-86.1758,3.01,81,9,0.81,US,1680425456
429,ostrovnoy,68.0531,39.5131,-2.37,70,100,9.82,RU,1680425456
430,derzhavinsk,51.1,66.3167,11.83,20,0,10.82,KZ,1680425457
431,berasia,23.6333,77.4333,33.25,15,4,6.4,IN,1680425365
432,mercedes,-34.6515,-59.4307,11.3,79,17,3.43,AR,1680425458
433,bengkulu,-3.8004,102.2655,27.33,78,100,4.18,ID,1680425115
434,portland,45.5234,-122.6762,5.25,93,100,5.81,US,1680425459
435,surt,31.2089,16.5887,23.74,31,41,8.61,LY,1680425460
436,nuuk,64.1835,-51.7216,-5.87,62,99,4.3,GL,1680425460
437,balakovo,52.0278,47.8007,12.51,53,99,7.95,RU,1680425347
438,escarcega,18.6089,-90.7454,21.6,88,41,11.61,MX,1680425462
439,nichinan,31.6,131.3667,19.82,74,100,12.3,JP,1680425463
440,evensk,61.95,159.2333,-3.83,97,100,2.47,RU,1680425198
441,dutlwe,-23.9833,23.9,27.77,33,5,6.21,BW,1680425464
442,kosa,59.9445,54.9977,5.18,73,92,6.3,RU,1680425465
443,siniscola,40.5719,9.6922,10.75,83,100,5.44,IT,1680425310
444,nassjo,57.6531,14.6968,-0.49,69,11,8.05,SE,1680425389
445,matara,5.9485,80.5353,30.06,63,32,2.87,LK,1680425466
446,yichun,47.7,128.9,16.5,28,58,1.9,CN,1680425467
447,japura,-0.3167,102.35,29.74,64,97,2.83,ID,1680425467
448,ishurdi,24.1333,89.0833,30.15,37,56,7.74,BD,1680425231
449,sungairaya,0.7,108.9,28.67,69,97,3.47,ID,1680425470
